"rank","player","age","team","position","games_played","games_started","minutes_per_game","field_goals_made","field_goals_attempted","field_goal_pct","three_point_made","three_point_attempted","three_point_pct","two_point_made","two_point_attempted","two_point_pct","effective_fg_pct","free_throws_made","free_throws_attempted","free_throw_pct","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","points","awards"
311,"Cam Thomas",23,"BRK","SG",25,23,781,9.2,20.9,0.438,3.1,9,0.349,6,11.9,0.506,0.513,6.1,7,0.881,0.7,3.1,3.8,4.3,0.7,0.1,2.9,2,27.6,NA
312,"Lindy Waters III",27,"2TM","SG",52,9,778,4.3,11.5,0.369,3,8.6,0.344,1.3,2.9,0.444,0.498,0.4,0.5,0.727,0.9,4.2,5.1,2.4,1.2,0.5,0.9,2.9,11.8,NA
312,"Lindy Waters III",27,"GSW","SG",38,9,655,4.2,11.3,0.371,2.7,8.1,0.331,1.5,3.1,0.474,0.49,0.4,0.6,0.727,0.9,4.4,5.3,2.3,1.2,0.5,0.9,3,11.5,NA
312,"Lindy Waters III",27,"DET","SG",14,0,123,4.7,12.9,0.364,4.4,11.1,0.395,0.3,1.8,0.167,0.534,0,0,NA,1.2,2.9,4.1,2.9,1.5,0.3,0.9,2,13.8,NA
313,"Lonzo Ball",27,"CHI","PG",35,14,777,4.1,11.3,0.366,3.1,9,0.344,1,2.2,0.458,0.504,1,1.3,0.815,1.2,4.3,5.5,5.3,2.2,0.8,1.9,2.5,12.4,NA
314,"Orlando Robinson",24,"2TM","C",44,8,770,5.4,12.2,0.444,0.8,2.4,0.327,4.6,9.8,0.474,0.477,2.5,3.3,0.771,4.2,6.1,10.3,3.6,0.8,0.7,2.3,4.7,14.2,NA
314,"Orlando Robinson",24,"SAC","C",9,0,57,4.4,10.7,0.412,0.6,3.2,0.2,3.8,7.6,0.5,0.441,2.5,4.4,0.571,1.9,6.9,8.8,5.7,1.9,0.6,2.5,3.8,12,NA
314,"Orlando Robinson",24,"TOR","C",35,8,713,5.5,12.3,0.447,0.8,2.4,0.34,4.7,9.9,0.472,0.48,2.5,3.2,0.794,4.3,6.1,10.4,3.4,0.7,0.8,2.3,4.7,14.3,NA
315,"Eric Gordon",36,"PHI","SG",39,13,768,4.1,9.6,0.426,2.6,6.4,0.409,1.5,3.1,0.463,0.564,1.7,2.3,0.75,0.4,1.8,2.2,3,1.2,0.6,1.3,1.5,12.5,NA
316,"Gui Santos",22,"GSW","PF",56,2,762,3.9,8.5,0.458,1.6,4.9,0.33,2.3,3.6,0.632,0.553,1.4,2,0.69,3.4,4.7,8.1,3.8,1.2,0.5,2,4.3,10.7,NA
317,"Landry Shamet",27,"NYK","SG",50,0,762,5,10.9,0.461,2.9,7.4,0.397,2.1,3.5,0.595,0.596,0.6,0.9,0.667,0.5,2.4,2.9,1.3,1.1,0.1,1,2.5,13.5,NA
318,"Svi Mykhailiuk",27,"UTA","SF",38,13,760,5.6,14.3,0.391,3.3,9.6,0.345,2.3,4.7,0.485,0.507,1.3,1.7,0.8,1,3.2,4.3,3.6,0.9,0.3,2.5,2,15.8,NA
319,"Andre Drummond",31,"PHI","C",40,23,751,5.6,11.2,0.5,0.1,1,0.15,5.5,10.3,0.533,0.506,2.7,4.3,0.622,5.2,9.6,14.9,1.6,1.9,0.9,2.6,4.5,14,NA
320,"Jabari Walker",22,"POR","PF",60,1,749,5.7,11,0.515,1.3,3.5,0.389,4.3,7.5,0.573,0.576,2.4,3.4,0.69,2.8,7.3,10.1,1.8,1.6,0.3,1.6,4.2,15,NA
321,"Jay Huff",26,"MEM","C",64,2,748,7.6,14.7,0.515,3.9,9.6,0.405,3.7,5.1,0.724,0.648,2.1,2.7,0.786,1.4,4.8,6.2,1.8,0.8,2.7,1.6,3.8,21.1,NA
322,"Drew Eubanks",27,"2TM","C",61,4,746,5.5,9.4,0.593,0.1,0.3,0.5,5.4,9.1,0.596,0.601,2.3,3.4,0.662,2.9,8,10.9,2.6,0.6,1.9,2,3,13.5,NA
322,"Drew Eubanks",27,"UTA","C",37,4,568,5.6,9.2,0.607,0.2,0.3,0.6,5.4,8.9,0.607,0.617,2.3,3.6,0.632,2.5,8.1,10.6,2.9,0.6,2,2,2.9,13.6,NA
322,"Drew Eubanks",27,"LAC","C",24,0,178,5.5,9.9,0.551,0,0.2,0,5.5,9.7,0.563,0.551,2.2,2.8,0.786,4,7.7,11.7,1.8,0.4,1.4,2,3.4,13.1,NA
323,"Talen Horton-Tucker",24,"CHI","SG",58,0,724,6.6,14.5,0.457,2,6.1,0.336,4.6,8.4,0.544,0.527,3.6,4.9,0.735,0.9,4,5,4.1,1,0.5,2,2.9,18.8,NA
324,"Gary Harris",30,"ORL","SG",48,3,711,2.6,6.7,0.383,1.8,5.1,0.356,0.8,1.6,0.469,0.519,0.4,0.6,0.583,1,2.2,3.2,1.5,1.3,0.6,0.9,2.3,7.3,NA
325,"Micah Potter",26,"UTA","C",38,10,705,2.9,6.9,0.422,1.6,5,0.316,1.3,1.9,0.703,0.537,0.9,1,0.85,2.2,6.2,8.4,1.6,0.7,0.7,1.6,2.6,8.3,NA
326,"Jett Howard",21,"ORL","SF",60,0,701,5,13.5,0.374,2.8,9.6,0.296,2.2,3.9,0.566,0.479,0.8,1.2,0.696,1,2.6,3.6,2.3,0.7,0.6,1.8,3.5,13.7,NA
327,"DeAndre Jordan",36,"DEN","C",56,5,691,4.7,7.3,0.65,0,0,NA,4.7,7.3,0.65,0.65,1.4,3.3,0.422,4.4,10.4,14.8,2.8,0.8,1.4,2.1,3.9,10.9,NA
328,"Quinten Post",24,"GSW","PF",42,14,686,6.5,14.4,0.449,3.8,9.4,0.408,2.6,5,0.526,0.582,1.1,1.4,0.778,1.8,5.9,7.8,2.9,0.8,0.9,1.7,4.4,17.8,NA
329,"Blake Wesley",21,"SAS","SG",58,0,683,4.3,9.8,0.435,0.9,3.1,0.293,3.4,6.7,0.5,0.481,2,3.2,0.623,0.9,2.3,3.2,6,2,0.3,2.8,2.4,11.4,NA
330,"Sandro Mamukelashvili",25,"SAS","PF",61,0,681,7.5,14.9,0.502,3.2,8.5,0.373,4.3,6.3,0.675,0.609,2.3,3.1,0.741,3.3,6.6,9.9,2.5,1.2,0.9,1.4,3.2,20.4,NA
331,"Marcus Smart",30,"2TM","PG",34,7,680,5.3,13.6,0.393,2.6,7.5,0.348,2.8,6.1,0.448,0.488,2.9,3.8,0.761,1,2.9,3.8,5.8,2.1,0.5,2.9,2.8,16.1,NA
331,"Marcus Smart",30,"MEM","PG",19,6,400,4.8,13.3,0.358,2.6,8.1,0.322,2.2,5.2,0.414,0.456,2.7,3.2,0.833,1.3,2.6,3.9,6.4,2.1,0.5,3.2,2.8,14.9,NA
331,"Marcus Smart",30,"WAS","PG",15,1,280,6.2,14,0.44,2.6,6.6,0.392,3.6,7.5,0.483,0.532,3.1,4.5,0.686,0.5,3.2,3.7,4.9,2.1,0.4,2.4,2.8,18,NA
332,"Jalen Pickett",25,"DEN","SG",49,4,666,4.2,9.7,0.428,2.2,5.5,0.396,2,4.3,0.468,0.539,0.3,0.4,0.75,0.8,3,3.8,5.8,1,0.3,1.3,2.1,10.8,NA
333,"Tosan Evbuomwan",23,"BRK","SF",28,0,665,5.1,11.9,0.427,1.3,4.2,0.312,3.8,7.7,0.49,0.482,3,4,0.753,1.7,4.8,6.5,3,1.3,0.5,2.1,3,14.5,NA
334,"Antonio Reeves",24,"NOP","SG",44,6,660,6.2,13.5,0.456,2.8,7,0.395,3.4,6.5,0.521,0.558,1.5,1.9,0.8,1,2.5,3.4,2.1,1.1,0.2,1.6,2.2,16.6,NA
335,"Kyle Lowry",38,"PHI","PG",35,12,659,2.2,6.4,0.35,1.6,4.8,0.33,0.7,1.6,0.414,0.474,1.5,1.8,0.818,0.6,3.1,3.7,5.2,1.8,0.6,1.1,3.4,7.5,NA
336,"Reed Sheppard",20,"HOU","PG",52,3,654,4.6,13.2,0.351,2.6,7.8,0.338,2,5.3,0.371,0.452,0.7,0.9,0.813,0.9,3.4,4.3,4.1,1.9,0.9,2,2.9,12.6,NA
337,"Herbert Jones",26,"NOP","SF",20,20,648,4.2,9.6,0.436,1.2,4,0.306,2.9,5.6,0.53,0.5,1.8,2.2,0.825,1.2,3.1,4.3,3.6,2.1,0.5,1.9,3.7,11.4,NA
338,"AJ Johnson",20,"2TM","SG",29,11,639,4.6,12,0.385,1.4,5.1,0.267,3.3,6.9,0.472,0.441,1.8,2.1,0.865,0.5,2.9,3.3,4.3,0.7,0.2,2,2.8,12.4,NA
338,"AJ Johnson",20,"MIL","SG",7,0,44,6.5,15.5,0.421,2.5,4.1,0.6,4.1,11.5,0.357,0.5,0.8,1.6,0.5,0,5.7,5.7,5.7,0.8,0,3.3,0,16.4,NA
338,"AJ Johnson",20,"WAS","SG",22,11,595,4.5,11.7,0.381,1.3,5.1,0.247,3.2,6.6,0.486,0.436,1.9,2.1,0.886,0.5,2.7,3.1,4.2,0.7,0.2,1.9,3,12.1,NA
339,"Maxi Kleber",33,"DAL","PF",34,4,637,2.1,5.4,0.385,0.7,2.8,0.265,1.4,2.7,0.511,0.453,0.9,1.2,0.762,1.4,4,5.4,2.4,0.5,1,1.3,3.7,5.8,NA
340,"Delon Wright",32,"2TM","PG",40,7,635,2.6,7.4,0.344,1.1,4.1,0.274,1.4,3.3,0.431,0.42,0.9,1.4,0.6,1.5,2.2,3.7,4.4,2,0.7,1.2,1.4,7.1,NA
340,"Delon Wright",32,"MIL","PG",26,2,405,2,7.3,0.268,1.1,4.4,0.245,0.9,2.9,0.303,0.341,0.8,1.4,0.563,1.3,2.8,4.1,4.3,2,0.8,1.2,1.5,5.8,NA
340,"Delon Wright",32,"NYK","PG",14,5,230,3.6,7.7,0.469,1.3,3.8,0.333,2.3,3.9,0.6,0.551,0.9,1.4,0.667,1.9,1.3,3.1,4.5,1.9,0.5,1.3,1.3,9.4,NA
341,"Jericho Sims",26,"2TM","C",53,5,632,2.6,4,0.634,0,0,NA,2.6,4,0.634,0.634,0.5,0.7,0.615,4,7.2,11.2,1.9,0.6,1.1,1.9,3.7,5.6,NA
341,"Jericho Sims",26,"NYK","C",39,5,422,2.4,3.9,0.609,0,0,NA,2.4,3.9,0.609,0.609,0.7,1.1,0.615,4.4,6.7,11,1.9,0.7,0.9,1.8,3.9,5.5,NA
341,"Jericho Sims",26,"MIL","C",14,0,210,2.9,4.3,0.68,0,0,NA,2.9,4.3,0.68,0.68,0,0,NA,3.4,8.2,11.7,1.9,0.3,1.5,2.1,3.3,5.8,NA
342,"Josh Okogie",26,"2TM","SG",40,7,625,5.4,12.2,0.443,1.8,5.3,0.348,3.6,6.9,0.517,0.519,3.6,4.9,0.741,2.6,3.9,6.5,1.9,2.8,1,1.8,2.7,16.3,NA
342,"Josh Okogie",26,"PHO","SG",25,1,351,5.7,11.7,0.491,1.6,4.3,0.381,4.1,7.4,0.556,0.561,2.3,3.3,0.688,3.3,4.1,7.4,1.4,2.2,1,1.6,2.9,15.4,NA
342,"Josh Okogie",26,"CHO","SG",15,6,274,5,12.9,0.388,2.1,6.6,0.32,2.9,6.3,0.458,0.469,5.4,7,0.774,1.7,3.7,5.4,2.5,3.5,1.1,2,2.5,17.5,NA
343,"Jeff Dowtin Jr.",27,"PHI","PG",41,3,621,6.5,13.3,0.487,1.6,4.1,0.4,4.9,9.3,0.525,0.548,1.9,2.6,0.733,0.7,2.8,3.5,4.5,1.4,0.7,0.9,1.7,16.5,NA
344,"Daniel Theis",32,"NOP","C",38,9,621,3.5,7.5,0.473,0.5,2.1,0.243,3,5.3,0.565,0.508,1.8,2.1,0.838,2.6,7,9.5,3.5,1,1.2,1.4,4.1,9.4,NA
345,"Cory Joseph",33,"ORL","PG",50,16,612,3.6,9.1,0.403,2.3,6.3,0.364,1.4,2.8,0.489,0.529,0.8,1.1,0.778,1,3.4,4.4,4.2,1.5,0.2,1.1,2.9,10.4,NA
346,"Zeke Nnaji",24,"DEN","PF",57,4,608,4.1,8.3,0.496,1,3.1,0.327,3.1,5.3,0.596,0.557,1.6,2.6,0.614,2,3.4,5.3,1.4,1.5,2.3,0.8,3.7,10.9,NA
347,"Kessler Edwards",24,"DAL","SF",40,18,608,4,8,0.496,1.3,3.2,0.407,2.7,4.8,0.556,0.578,0.7,0.8,0.923,1.3,5.5,6.8,2.5,1.1,1.2,0.9,3.7,9.9,NA
348,"Pat Connaughton",32,"MIL","SG",41,1,603,5,10.6,0.469,1.6,4.8,0.321,3.4,5.7,0.594,0.542,1.4,1.9,0.774,1.1,5.4,6.5,4.2,0.5,0.7,1.4,2.7,12.9,NA
349,"Ajay Mitchell",22,"OKC","SG",36,1,597,5.5,11.1,0.495,1.4,3.6,0.383,4.1,7.5,0.548,0.557,1.7,2.1,0.829,1.1,3,4.1,3.9,1.5,0.2,1.7,4.1,14.1,NA
350,"Brandon Ingram",27,"NOP","SF",18,18,595,9.4,20.1,0.465,2.6,7,0.374,6.8,13.2,0.514,0.53,2.8,3.3,0.855,1,5,6.1,5.6,1,0.7,4.2,2.7,24.2,NA
351,"Jared McCain",20,"PHI","SG",23,8,592,7.7,16.7,0.46,3.1,8.1,0.383,4.6,8.6,0.532,0.553,3,3.4,0.875,0.8,2.6,3.4,3.6,0.9,0,2.3,2.3,21.4,NA
352,"Cam Reddish",25,"LAL","SF",33,8,589,2.3,5.7,0.404,0.8,2.9,0.277,1.5,2.9,0.532,0.473,1,1.6,0.615,1,3,4,1.3,2,0.6,0.7,2.6,6.4,NA
353,"Jae'Sean Tate",29,"HOU","SF",52,2,588,4.3,9.1,0.473,1,2.8,0.348,3.3,6.2,0.529,0.527,2,2.9,0.681,3.1,4.1,7.2,2.9,1.6,0.4,1.3,5,11.5,NA
354,"Olivier-Maxence Prosper",22,"DAL","PF",52,4,584,4.3,10.7,0.402,0.7,3.1,0.235,3.6,7.6,0.472,0.437,3,4.7,0.645,2.7,5.1,7.8,2.5,1.6,0.4,0.9,1.7,12.4,NA
355,"Jarred Vanderbilt",25,"LAL","PF",36,2,581,3.7,7.5,0.488,0.6,2,0.281,3.1,5.5,0.562,0.525,1.2,2.2,0.556,4.2,7.1,11.3,2.5,2.2,0.6,1.8,4.2,9.1,NA
356,"Joel Embiid",30,"PHI","C",19,19,574,8.8,19.8,0.444,1.4,4.8,0.299,7.3,14.9,0.492,0.481,9.3,10.6,0.882,2.3,7.5,9.7,5.3,0.9,1.1,3.9,2.6,28.3,NA
357,"Monte Morris",29,"PHO","PG",45,0,571,5.2,12.3,0.426,2,5.4,0.36,3.3,6.9,0.477,0.505,2.3,2.6,0.857,0.8,3.5,4.2,4.6,1.3,0.2,1.3,1.5,14.7,NA
358,"Moritz Wagner",27,"ORL","C",30,1,564,8.9,15.9,0.562,1.7,4.8,0.36,7.2,11.1,0.649,0.616,5,7,0.718,2.6,6.9,9.4,2.7,1.5,0.8,3.1,3.5,24.6,NA
359,"Malcolm Brogdon",32,"WAS","PG",24,13,564,6.6,15.3,0.433,1,3.6,0.286,5.6,11.7,0.478,0.467,5.2,5.9,0.88,1.3,4.5,5.8,6.3,0.8,0.3,2.4,1.9,19.5,NA
360,"John Konchar",28,"MEM","SG",46,4,558,2.6,5.9,0.451,1.5,4,0.371,1.2,1.9,0.621,0.577,0.5,0.5,0.875,2.4,7.4,9.7,2.7,1.9,0.9,1,2.1,7.2,NA
361,"Dwight Powell",33,"DAL","C",55,3,551,2.7,4,0.689,0.1,0.3,0.4,2.6,3.7,0.714,0.705,1.8,2.8,0.651,3.1,4.6,7.7,3.6,1.2,1.4,1.2,4.9,7.4,NA
362,"Dillon Jones",23,"OKC","SF",54,3,551,3.3,8.7,0.383,1,4.1,0.254,2.3,4.6,0.5,0.444,1.1,1.8,0.607,2,5.9,7.9,3.8,1,0.3,1.8,3.5,8.8,NA
363,"Jordan Goodwin",26,"LAL","PG",29,5,543,4.2,9.5,0.438,1.7,4.5,0.382,2.5,5,0.487,0.528,0.6,0.7,0.818,2.5,4.9,7.4,2.8,2,0.7,1.7,2.9,10.7,NA
364,"Richaun Holmes",31,"WAS","PF",31,7,534,6.1,9.4,0.647,0,0.2,0,6.1,9.2,0.662,0.647,3.4,4,0.833,4.2,7.8,11.9,2.8,0.6,1.6,1.4,3.3,15.5,NA
365,"Mouhamed Gueye",22,"ATL","PF",33,28,533,4.9,11.5,0.421,1.4,5.5,0.259,3.4,6.1,0.567,0.482,2.2,2.8,0.762,3,6.4,9.4,1.8,1.9,2.2,1,3.7,13.3,NA
366,"Bismack Biyombo",32,"SAS","C",28,26,528,4.6,7.8,0.588,0,0,NA,4.6,7.8,0.588,0.588,0.7,1.7,0.4,2.9,7.8,10.8,2.1,1.1,1.6,1.8,3.5,9.8,NA
367,"Jaylen Clark",23,"MIN","SG",40,4,522,3.9,8.3,0.467,1.5,3.5,0.431,2.3,4.8,0.493,0.558,2,2.6,0.784,1.8,1.9,3.7,1.8,2.5,0.1,0.6,4.2,11.2,NA
368,"Rob Dillingham",20,"MIN","PG",49,1,516,6.5,14.7,0.441,1.7,5.2,0.338,4.7,9.6,0.496,0.5,0.6,1,0.533,0.8,2.7,3.5,6.8,1.4,0.1,3.7,2.6,15.3,NA
369,"Colby Jones",22,"2TM","SG",39,0,515,4.1,9,0.457,1.1,3.4,0.327,3,5.6,0.538,0.519,1.6,2.4,0.657,1.5,4.6,6.1,3.1,1.8,0.9,1.6,2.6,11,NA
369,"Colby Jones",22,"SAC","SG",24,0,130,3,7.2,0.423,1.1,2.8,0.4,1.9,4.4,0.438,0.5,0,0,NA,2.2,4.2,6.4,1.9,1.7,1.9,1.9,3.6,7.2,NA
369,"Colby Jones",22,"WAS","SG",15,0,385,4.5,9.6,0.466,1.1,3.6,0.308,3.4,6,0.563,0.524,2.2,3.3,0.657,1.2,4.8,6,3.5,1.9,0.6,1.5,2.2,12.2,NA
370,"Craig Porter Jr.",24,"CLE","PG",51,1,513,5.1,9.8,0.514,1.5,3.4,0.438,3.6,6.5,0.554,0.589,1.6,2.2,0.719,1.3,3.4,4.7,5,1.2,1.1,2.7,1.8,13.2,NA
371,"Tristan Vukcevic",21,"WAS","C",35,1,513,8.4,17,0.496,2.7,7.2,0.373,5.8,9.8,0.586,0.574,3.6,4.7,0.776,1.8,7.3,9.1,2.7,0.8,1.6,2.9,4,23.2,NA
372,"Elfrid Payton",30,"2TM","PG",24,9,511,2.8,8.6,0.328,0.1,0.4,0.167,2.7,8.2,0.336,0.332,0.3,0.5,0.571,1.1,4.5,5.6,11.7,1.7,0.8,4.2,2.5,6,NA
372,"Elfrid Payton",30,"NOP","PG",18,7,388,3.4,9.4,0.366,0.1,0.6,0.167,3.3,8.8,0.379,0.371,0.4,0.6,0.571,1.3,4.8,6.1,13.5,1.7,0.7,4.8,2.2,7.3,NA
372,"Elfrid Payton",30,"CHO","PG",6,2,123,0.9,6.1,0.143,0,0,NA,0.9,6.1,0.143,0.143,0,0,NA,0.3,3.5,3.8,5.9,1.8,0.9,2,3.5,1.8,NA
373,"Jamal Cain",25,"NOP","SF",37,0,502,4.9,11.3,0.43,1.9,5.7,0.325,3,5.6,0.538,0.513,2.4,3.6,0.68,1.9,4.2,6.1,1.6,1.6,0.6,1.6,3.3,14.1,NA
374,"Keaton Wallace",25,"ATL","PG",31,5,501,4.7,11.6,0.401,1.9,5.9,0.329,2.7,5.7,0.475,0.485,0.8,0.8,1,0.5,3.1,3.6,5.8,2,0.6,2.4,2.8,12.1,NA
375,"Jock Landale",29,"HOU","C",42,3,500,5.8,10.9,0.533,0.8,1.9,0.423,5,9.1,0.556,0.569,1.9,2.9,0.675,4,5.8,9.9,2.7,0.9,0.7,1.5,3.5,14.4,NA
376,"Vince Williams Jr.",24,"MEM","SG",27,5,499,4.8,12,0.401,1.9,6.9,0.274,3,5.2,0.569,0.479,1.4,1.7,0.792,1.6,5.5,7.1,4,0.9,0.5,2.4,3.2,12.9,NA
377,"Wendell Moore Jr.",23,"2TM","SG",36,1,499,4.3,9.1,0.468,1,3,0.341,3.2,6.1,0.529,0.524,1.3,1.6,0.818,2.2,4.7,6.9,3,1.4,0.4,1.9,2.2,10.8,NA
377,"Wendell Moore Jr.",23,"DET","SG",20,1,219,3.8,8.2,0.46,0.7,2.3,0.286,3.1,5.9,0.528,0.5,2.1,2.3,0.929,1.8,5.4,7.2,3.8,1.6,0.5,1.5,2.5,10.4,NA
377,"Wendell Moore Jr.",23,"CHO","SG",16,0,280,4.6,9.8,0.474,1.3,3.5,0.37,3.3,6.3,0.531,0.539,0.6,1,0.625,2.4,4.1,6.6,2.4,1.3,0.3,2.3,2.1,11.2,NA
378,"Brandon Williams",25,"DAL","PG",33,3,487,7.2,13.9,0.521,1.8,4.4,0.4,5.5,9.5,0.578,0.585,4.1,4.9,0.833,0.9,3.4,4.3,5.6,1.8,0.4,2.9,2.4,20.3,NA
379,"A.J. Lawson",24,"TOR","SG",26,2,486,5.9,14.1,0.421,2.4,7.5,0.327,3.5,6.6,0.528,0.508,3.2,4.7,0.683,1.5,4.9,6.4,2.3,1,0.4,1.1,3.3,17.5,NA
380,"Grant Williams",26,"CHO","PF",16,7,479,4.1,9.2,0.439,2,5.6,0.365,2,3.7,0.551,0.549,2.3,2.8,0.838,1.4,4.8,6.2,2.8,1.4,1,2.1,3.5,12.5,NA
381,"Lonnie Walker IV",26,"PHI","SG",20,7,477,6.7,16,0.42,3.4,9.6,0.354,3.3,6.4,0.518,0.526,1.8,2.3,0.8,0.5,4.3,4.8,3.8,0.8,0.4,1.9,2,18.6,NA
382,"Duop Reath",28,"POR","C",46,0,469,5.4,12.7,0.422,2.6,8.1,0.321,2.8,4.6,0.6,0.524,1.5,1.7,0.909,3.4,3.7,7.1,2,0.9,1.1,1.2,3.1,14.9,NA
383,"Reece Beekman",23,"2TM","PG",36,4,469,2.7,8.2,0.327,0.5,3.1,0.175,2.1,5.1,0.418,0.36,1.2,1.6,0.762,1,2,3,4.8,2.5,0.2,1.6,2.8,7.1,NA
383,"Reece Beekman",23,"GSW","PG",2,0,4,9,9,1,0,0,NA,9,9,1,1,0,0,NA,9,0,9,9,9,0,0,9,18,NA
383,"Reece Beekman",23,"BRK","PG",34,4,465,2.6,8.2,0.321,0.5,3.1,0.175,2.1,5.1,0.409,0.354,1.2,1.6,0.762,0.9,2,2.9,4.8,2.5,0.2,1.6,2.7,7,NA
384,"Kai Jones",24,"2TM","C",40,6,468,6.7,8.4,0.798,0.1,0.4,0.2,6.6,8,0.827,0.803,1.8,2.5,0.719,3.1,6.5,9.6,1.9,1.2,1.8,1.4,3.8,15.2,NA
384,"Kai Jones",24,"LAC","C",28,0,208,4.5,6.2,0.722,0,0.3,0,4.5,5.9,0.765,0.722,1.6,2.1,0.75,2.6,5.4,8,1.7,1,2.3,1.7,4,10.6,NA
